User_Id,Search_Query,Search_Timestamp,Implied_Place_Id
4,Is Gunung Papandayan kid-friendly?,2024-09-16 03:09:27,
4,Surabaya tourist attractions,2024-08-08 09:59:27,
4,Is Bukit Gantole Cililin kid-friendly?,2024-08-26 14:32:27,
4,Is Perkebunan Teh Malabar kid-friendly?,2024-06-09 20:19:27,
4,Masjid Muhammad Cheng Hoo reviews,2024-04-26 18:34:27,411.0
4,Is Umbul Sidomukti kid-friendly?,2024-06-26 01:58:27,
5,Top rated taman hiburan,2024-09-07 10:15:27,65.0
5,Top rated tempat ibadah,2025-03-20 06:05:27,
5,Tafso Barn reviews,2024-12-31 07:04:27,314.0
5,Kidzania entrance fee,2025-04-01 05:50:27,
5,Best tempat ibadah,2024-11-08 13:25:27,
5,taman hiburan near me,2024-09-28 04:01:27,115.0
5,Best budaya,2024-05-21 19:23:27,202.0
5,Best cagar alam,2024-11-17 13:40:27,49.0
5,Is Pantai Ngrawe (Mesra) kid-friendly?,2025-03-23 23:28:27,154.0
5,Best cagar alam,2024-05-25 14:17:27,285.0
6,Photos of Taman Hiburan Rakyat,2025-02-22 13:40:27,431.0
6,Best tempat ibadah,2025-01-26 01:40:27,
6,Jalan Braga entrance fee,2024-08-11 21:37:27,212.0
6,Air Terjun Sri Gethuk entrance fee,2024-06-28 09:20:27,
6,Things to do in Surabaya,2024-10-06 22:20:27,413.0
6,Taman Bunga Celosia reviews,2024-11-28 16:47:27,359.0
6,Top rated pusat perbelanjaan,2024-09-02 10:13:27,246.0
6,Things to do in Bandung,2024-05-17 05:39:27,
7,Waterboom PIK (Pantai Indah Kapuk) reviews,2024-07-28 04:49:27,72.0
7,How to get to Kebun Binatang Ragunan,2025-01-30 08:25:27,7.0
7,Things to do in Bandung,2024-07-09 00:51:27,
7,Kawah Putih entrance fee,2024-12-11 00:03:27,218.0
7,Kota Lama Semarang reviews,2024-07-27 06:48:27,375.0
8,Best tempat ibadah,2025-03-29 00:21:27,89.0
8,tempat ibadah near me,2024-12-04 03:44:27,117.0
8,Photos of Desa Wisata Rumah Domes/Teletubbies,2024-08-09 20:58:27,145.0
8,Top rated bahari,2024-10-16 00:39:27,90.0
8,How to get to Jalan Braga,2024-05-29 17:03:27,
8,Pintoe Langit Dahromo reviews,2025-01-24 07:52:27,164.0
8,Surabaya tourist attractions,2025-02-20 19:21:27,140.0
8,Best tempat ibadah,2025-01-25 04:36:27,3.0
8,Things to do in Yogyakarta,2024-08-29 05:24:27,
9,How to get to Pasar Kebon Empring Bintaran,2025-04-09 18:32:27,
9,Photos of Wisata Kampung Krisan Clapar,2024-12-06 11:25:27,361.0
9,Top rated cagar alam,2025-02-22 05:35:27,
9,How to get to Balai Kota Surabaya,2024-04-23 01:09:27,426.0
9,Best tempat ibadah,2024-05-29 17:26:27,268.0
9,pusat perbelanjaan near me,2025-01-22 09:48:27,177.0
9,Surabaya tourist attractions,2025-03-05 14:02:27,198.0
9,Bendung Lepen reviews,2024-10-23 02:02:27,140.0
9,Rabbit Town entrance fee,2025-02-07 01:59:27,229.0
9,Top rated cagar alam,2024-08-18 01:30:27,
9,Wisata Alam Kalibiru reviews,2024-09-01 05:50:27,
9,Photos of Museum Sumpah Pemuda,2024-05-07 10:05:27,
9,Embung Tambakboyo entrance fee,2024-06-03 23:41:27,108.0
9,Pantai Pulang Sawal entrance fee,2024-11-26 23:11:27,156.0
10,Alun-Alun Kota Bandung entrance fee,2025-03-22 11:55:27,227.0
10,How to get to Kawasan Malioboro,2025-02-14 07:25:27,
10,Surabaya tourist attractions,2025-01-07 20:21:27,
10,Taman Impian Jaya Ancol reviews,2025-01-17 11:02:27,
10,Is Monumen Sanapati kid-friendly?,2025-01-14 19:05:27,115.0
11,Jakarta tourist attractions,2024-04-15 09:19:27,220.0
11,Things to do in Surabaya,2025-04-04 02:48:27,363.0
11,Photos of Taman Bungkul,2025-01-19 01:52:27,434.0
11,Is GunungTangkuban perahu kid-friendly?,2025-02-28 06:56:27,
11,Best budaya,2024-05-27 17:38:27,400.0
11,Things to do in Bandung,2024-07-06 03:26:27,
11,Things to do in Surabaya,2024-05-12 21:01:27,266.0
11,Photos of Hutan Bambu Keputih,2024-09-06 20:30:27,
11,Kebun Binatang Ragunan entrance fee,2025-03-16 05:34:27,
12,Semarang tourist attractions,2025-01-25 16:19:27,137.0
12,How to get to Kampung Batik Gedong Semarang,2025-02-17 20:40:27,385.0
12,Photos of Pesona Nirwana Waterpark & Cottages,2024-07-23 01:43:27,250.0
12,cagar alam near me,2025-03-16 13:13:27,
12,Is Curug Malela kid-friendly?,2024-05-17 16:13:27,
12,How to get to The Lost World Castle,2024-09-03 15:21:27,
12,Green Village Gedangsari entrance fee,2024-05-01 15:50:27,
12,Is Taman Cattleya kid-friendly?,2025-03-18 02:34:27,76.0
12,bahari near me,2024-12-03 13:54:27,
13,Top rated taman hiburan,2025-03-03 03:24:27,194.0
13,Semarang tourist attractions,2025-03-22 12:26:27,161.0
13,How to get to Danau Rawa Pening,2025-04-08 21:59:27,
13,How to get to Pantai Kesirat,2024-11-14 02:13:27,
13,Photos of Museum Nike Ardilla,2025-04-06 14:37:27,
13,Is Orchid Forest Cikole kid-friendly?,2024-11-27 05:22:27,225.0
13,Things to do in Semarang,2024-09-11 05:32:27,
14,tempat ibadah near me,2024-05-07 04:31:27,
14,Pantai Sanglen reviews,2025-03-04 19:26:27,209.0
14,How to get to Kawah Putih,2024-06-13 09:04:27,
14,Yogyakarta tourist attractions,2024-12-09 23:07:27,388.0
14,Best budaya,2024-07-25 10:37:27,
14,Best pusat perbelanjaan,2024-04-26 07:17:27,
15,Things to do in Jakarta,2024-04-15 08:51:27,
15,Top rated pusat perbelanjaan,2024-06-15 22:51:27,
15,Best bahari,2025-01-27 12:35:27,319.0
15,Best bahari,2024-12-16 00:09:27,26.0
15,Best tempat ibadah,2025-01-26 23:58:27,385.0
15,Top rated budaya,2025-03-22 16:22:27,
16,Is Kota Lama Semarang kid-friendly?,2024-07-20 07:14:27,375.0
16,Photos of Pemandian Air Panas Ciater,2024-12-27 17:46:27,308.0
16,Candi Sewu entrance fee,2024-04-21 21:08:27,193.0
16,Is Sindu Kusuma Edupark (SKE) kid-friendly?,2025-03-11 18:37:27,87.0
16,Things to do in Surabaya,2024-07-16 06:03:27,161.0
17,Top rated tempat ibadah,2024-06-27 07:40:27,
17,tempat ibadah near me,2024-12-30 20:03:27,283.0
17,Things to do in Bandung,2024-05-08 11:15:27,24.0
17,budaya near me,2024-11-07 06:20:27,298.0
17,Things to do in Yogyakarta,2024-08-16 03:28:27,
17,Top rated bahari,2024-06-12 10:00:27,
17,Things to do in Surabaya,2025-01-07 15:38:27,40.0
17,Best budaya,2025-02-19 02:52:27,
17,taman hiburan near me,2024-07-19 11:25:27,99.0
17,Things to do in Semarang,2024-07-10 09:41:27,
18,Is Kampoeng Tulip kid-friendly?,2025-03-12 00:23:27,252.0
18,Curug Batu Templek reviews,2024-06-24 08:41:27,
18,Top rated cagar alam,2025-01-16 17:06:27,72.0
18,Photos of Dusun Bambu,2025-01-18 17:09:27,220.0
18,Top rated cagar alam,2024-06-07 23:13:27,
18,Photos of Museum Perangko,2025-03-03 06:47:27,73.0
18,Pintoe Langit Dahromo reviews,2024-12-08 07:59:27,164.0
18,Photos of Jembatan Biru Ambarawa,2024-09-21 23:33:27,
18,Top rated bahari,2024-12-26 13:28:27,63.0
18,The Lost World Castle entrance fee,2024-08-24 01:41:27,114.0
18,Jakarta Planetarium reviews,2024-07-01 10:18:27,51.0
18,Semarang tourist attractions,2024-12-20 05:02:27,
18,cagar alam near me,2024-10-03 00:15:27,65.0
18,Taman Air Mancur Menari Kenjeran reviews,2024-04-24 10:15:27,
19,How to get to Pantai Watu Kodok,2024-08-22 22:29:27,
19,Photos of Waterboom PIK (Pantai Indah Kapuk),2024-06-18 23:38:27,
19,Is Roemah Seni Sarasvati kid-friendly?,2025-03-31 20:54:27,286.0
19,Top rated tempat ibadah,2025-03-16 03:49:27,
19,Top rated cagar alam,2024-07-08 09:54:27,125.0
19,Best bahari,2024-11-12 18:58:27,41.0
20,Jakarta tourist attractions,2025-01-28 04:51:27,
20,Top rated taman hiburan,2024-04-20 22:23:27,407.0
20,Best bahari,2025-03-07 00:31:27,
20,Yogyakarta tourist attractions,2024-09-09 00:29:27,337.0
20,Things to do in Jakarta,2024-11-17 10:11:27,171.0
20,How to get to Masjid Nasional Al-Akbar,2025-02-04 04:22:27,412.0
20,Things to do in Semarang,2024-04-23 22:15:27,
21,Best taman hiburan,2024-12-12 05:50:27,243.0
21,Best budaya,2024-04-16 13:59:27,
21,Top rated tempat ibadah,2025-01-18 02:48:27,
21,How to get to Rumah Sipitung,2024-10-15 04:31:27,53.0
21,Top rated tempat ibadah,2025-02-21 17:57:27,169.0
21,Kampung Wisata Kadipaten entrance fee,2025-02-02 02:08:27,
21,Bandung tourist attractions,2024-05-21 23:25:27,256.0
21,Things to do in Jakarta,2024-07-13 04:20:27,282.0
21,Is Semarang Chinatown kid-friendly?,2024-04-15 05:39:27,
21,Photos of Setu Babakan,2024-12-10 03:01:27,
21,Best tempat ibadah,2024-05-13 14:39:27,27.0
21,Pantai Jungwok reviews,2024-05-03 02:13:27,197.0
21,Things to do in Semarang,2025-01-01 04:37:27,45.0
22,Is Taman Kasmaran kid-friendly?,2024-07-21 18:56:27,
22,Top rated budaya,2024-06-16 07:27:27,
22,Things to do in Jakarta,2024-08-23 09:08:27,
22,tempat ibadah near me,2024-12-06 01:30:27,213.0
22,Mall Thamrin City reviews,2024-10-09 04:14:27,81.0
23,Semarang tourist attractions,2024-09-26 22:48:27,285.0
23,How to get to Museum Layang-layang,2025-01-12 00:50:27,
23,pusat perbelanjaan near me,2024-07-11 14:03:27,55.0
23,How to get to Water Blaster Bukit Candi Golf,2024-10-28 22:03:27,364.0
23,Best taman hiburan,2024-11-30 14:30:27,8.0
24,Things to do in Surabaya,2024-06-19 22:41:27,
24,Photos of Monumen Kapal Selam,2024-05-08 01:57:27,
24,Top rated cagar alam,2025-01-22 14:00:27,201.0
24,Monumen Bandung Lautan Api entrance fee,2024-11-18 19:58:27,
24,Top rated cagar alam,2024-10-31 20:02:27,
25,Pantai Krakal entrance fee,2024-07-05 04:36:27,185.0
25,Surabaya tourist attractions,2024-07-15 07:05:27,
25,Top rated tempat ibadah,2024-10-17 10:24:27,
25,Top rated taman hiburan,2024-12-16 17:53:27,349.0
25,Surabaya tourist attractions,2025-03-17 18:12:27,399.0
25,How to get to House of Sampoerna,2024-12-09 03:31:27,429.0
25,Pasar Beringharjo entrance fee,2025-03-29 14:04:27,174.0
26,Best budaya,2025-01-03 01:11:27,91.0
26,Pasar Petak Sembilan reviews,2024-12-22 23:20:27,68.0
26,Things to do in Bandung,2024-10-22 13:47:27,62.0
26,Surabaya tourist attractions,2025-04-02 11:25:27,195.0
26,Candi Borobudur reviews,2025-01-27 12:26:27,
27,Photos of Gua Belanda,2024-06-05 22:26:27,235.0
27,Semarang tourist attractions,2024-09-03 22:05:27,
27,Photos of Wisata Kraton Jogja,2024-09-03 10:36:27,
27,Desa Wisata Lembah Kalipancur reviews,2024-11-15 00:43:27,
27,budaya near me,2024-05-04 14:31:27,
27,Best taman hiburan,2024-12-28 18:39:27,333.0
27,Bandung tourist attractions,2025-02-08 09:04:27,288.0
27,Top rated taman hiburan,2025-02-07 18:55:27,80.0
27,Photos of Atlantis Water Adventure,2025-02-27 12:37:27,5.0
27,Things to do in Surabaya,2024-05-12 10:08:27,
27,Things to do in Yogyakarta,2024-11-11 22:27:27,
27,How to get to Taman Film,2024-12-14 23:41:27,294.0
27,Waterpark Kenjeran Surabaya entrance fee,2024-07-05 06:09:27,425.0
27,Taman Sungai Mudal reviews,2024-04-15 08:32:27,
28,Bukit Bintang entrance fee,2025-03-15 00:54:27,270.0
28,Photos of Kebun Binatang Ragunan,2025-01-11 04:25:27,7.0
28,Gereja Katedral Santo Petrus Bandung entrance fee,2025-02-22 10:23:27,
28,How to get to Pantai Timang,2024-06-11 08:26:27,
28,Photos of Waterboom PIK (Pantai Indah Kapuk),2024-12-27 04:41:27,
28,Best taman hiburan,2025-02-23 04:13:27,282.0
28,Photos of Bumi Perkemahan Cibubur,2024-09-28 15:10:27,37.0
29,Pasar Taman Puring entrance fee,2024-09-13 12:00:27,
29,Things to do in Bandung,2024-04-16 22:19:27,142.0
29,Is Air Terjun Kedung Pedut kid-friendly?,2025-01-24 11:57:27,132.0
29,Things to do in Bandung,2025-01-27 12:51:27,
29,Best bahari,2024-04-27 04:50:27,258.0
29,Top rated bahari,2024-06-29 22:07:27,327.0
29,How to get to Pantai Pok Tunggal,2024-11-12 19:00:27,158.0
30,How to get to Perkebunan Teh Malabar,2024-10-15 03:06:27,307.0
30,Best tempat ibadah,2024-11-22 13:37:27,282.0
30,Jakarta tourist attractions,2024-08-21 16:46:27,
30,Is Pantai Pulang Sawal kid-friendly?,2024-12-15 02:43:27,
30,Things to do in Bandung,2024-08-29 13:40:27,
30,tempat ibadah near me,2024-07-24 02:02:27,
30,Top rated budaya,2024-07-24 02:27:27,
30,Pantai Patihan reviews,2024-08-10 04:23:27,152.0
30,Is Gunung Papandayan kid-friendly?,2024-06-24 15:24:27,233.0
30,How to get to Gembira Loka Zoo,2024-06-27 09:10:27,93.0
31,Top rated pusat perbelanjaan,2025-03-11 19:25:27,
31,Best budaya,2025-03-04 17:23:27,9.0
31,Is Semarang Contemporary Art Gallery kid-friendly?,2024-12-30 15:35:27,354.0
31,Best budaya,2024-08-11 23:02:27,63.0
31,How to get to Desa Wisata Rumah Domes/Teletubbies,2025-03-20 00:57:27,145.0
31,Best taman hiburan,2024-08-29 16:05:27,7.0
31,Saung Angklung Mang Udjo entrance fee,2024-09-08 10:06:27,325.0
32,Photos of Taman Pintar Yogyakarta,2025-02-06 22:38:27,
32,Top rated cagar alam,2024-10-25 00:13:27,305.0
32,Gereja Katedral Santo Petrus Bandung entrance fee,2025-01-07 06:34:27,
32,Best tempat ibadah,2024-12-27 05:19:27,
32,Things to do in Yogyakarta,2025-01-02 05:57:27,427.0
32,Photos of Taman Ayodya,2024-06-12 00:48:27,
32,Is Wisata Lereng Kelir kid-friendly?,2024-07-05 19:32:27,367.0
32,How to get to Bukit Gantole Cililin,2024-05-23 13:33:27,329.0
32,Things to do in Surabaya,2025-03-05 18:23:27,200.0
32,Is Puncak Segoro kid-friendly?,2024-11-10 03:58:27,169.0
33,Curug Malela entrance fee,2025-03-22 03:51:27,316.0
33,Best bahari,2024-10-21 05:04:27,299.0
33,Is Sudut Pandang Bandung kid-friendly?,2024-08-25 01:20:27,
33,Watu Lumbung entrance fee,2024-10-19 18:19:27,131.0
33,Is Puncak Pinus Becici kid-friendly?,2024-05-02 17:12:27,
33,Museum Gedung Sate reviews,2024-08-16 01:47:27,258.0
33,Things to do in Semarang,2024-10-22 04:10:27,306.0
33,Is Candi Sewu kid-friendly?,2024-05-17 15:21:27,
33,Jakarta tourist attractions,2024-08-06 03:13:27,380.0
33,Top rated cagar alam,2024-08-29 02:23:27,
33,Is Watu Mabur Mangunan kid-friendly?,2025-02-18 09:58:27,163.0
34,Is Kampung Tematik Jawi kid-friendly?,2025-02-24 20:34:27,
34,Is Rumah Batik kid-friendly?,2024-05-05 02:09:27,
34,How to get to Perpustakaan Nasional,2025-01-14 20:52:27,70.0
34,pusat perbelanjaan near me,2025-02-12 13:52:27,320.0
34,Is Museum Gedung Sate kid-friendly?,2025-02-25 20:13:27,258.0
34,Jakarta tourist attractions,2024-07-18 08:45:27,193.0
34,Is Jembatan Biru Ambarawa kid-friendly?,2024-05-16 01:26:27,
34,Top rated tempat ibadah,2025-01-06 14:59:27,
34,Saloka Theme Park entrance fee,2024-06-09 15:10:27,
34,Things to do in Jakarta,2025-04-11 03:07:27,235.0
34,Pantai Ngobaran reviews,2025-03-02 04:35:27,
34,Best pusat perbelanjaan,2024-08-28 23:47:27,433.0
34,Yogyakarta tourist attractions,2024-06-05 01:52:27,296.0
35,Best pusat perbelanjaan,2024-04-26 02:25:27,174.0
35,Top rated bahari,2024-12-04 01:28:27,
35,Things to do in Yogyakarta,2025-02-28 21:17:27,
35,Top rated cagar alam,2024-07-19 11:08:27,179.0
35,Is Desa Wisata Rumah Domes/Teletubbies kid-friendly?,2025-03-20 10:44:27,
35,Jakarta tourist attractions,2025-02-15 15:07:27,285.0
35,Jakarta tourist attractions,2024-11-18 07:05:27,433.0
35,Photos of Taman Hutan Raya Ir. H. Djuanda,2025-04-12 13:27:27,215.0
35,Photos of Pantai Siung,2024-08-12 11:27:27,187.0
35,Taman Kupu-Kupu Cihanjuang reviews,2025-03-05 15:47:27,326.0
35,Museum Tengah Kebun reviews,2024-06-12 06:59:27,74.0
35,Best pusat perbelanjaan,2025-03-11 03:12:27,210.0
36,Top rated taman hiburan,2024-11-07 08:16:27,33.0
36,Best cagar alam,2024-11-29 17:12:27,349.0
36,Top rated pusat perbelanjaan,2024-10-07 07:09:27,251.0
36,Things to do in Surabaya,2024-09-14 16:07:27,187.0
36,How to get to Waterboom PIK (Pantai Indah Kapuk),2025-02-13 07:35:27,
36,Best cagar alam,2024-08-21 02:00:27,
36,How to get to Goa Jomblang,2024-05-28 10:51:27,
36,cagar alam near me,2024-06-02 00:03:27,
36,budaya near me,2024-07-11 05:01:27,369.0
37,Surabaya tourist attractions,2025-01-10 06:26:27,94.0
37,taman hiburan near me,2024-04-15 10:15:27,
37,Top rated budaya,2025-04-06 20:48:27,
37,bahari near me,2024-05-09 15:01:27,188.0
37,Things to do in Semarang,2024-11-11 14:36:27,56.0
38,How to get to Desa Wisata Lembah Kalipancur,2024-10-19 17:57:27,
38,Top rated budaya,2024-08-23 12:38:27,180.0
38,Best budaya,2025-02-08 06:40:27,95.0
38,Photos of Hutan Bambu Keputih,2024-04-23 21:39:27,
38,Pulau Pari reviews,2025-01-10 01:47:27,12.0
38,Pasar Beringharjo entrance fee,2024-10-02 19:09:27,
38,Photos of Kampung Tematik Jawi,2025-03-09 06:08:27,
38,taman hiburan near me,2024-06-13 06:54:27,338.0
38,Candi Ijo entrance fee,2024-09-06 00:48:27,
38,Top rated taman hiburan,2024-10-23 10:35:27,
38,Photos of Bumi Perkemahan Cibubur,2024-05-30 22:08:27,
38,Kyotoku Floating Market reviews,2024-11-26 09:35:27,
39,How to get to Museum Fatahillah,2024-04-29 16:43:27,17.0
39,Best budaya,2025-02-01 19:15:27,295.0
39,budaya near me,2025-01-12 10:38:27,
39,Photos of The Lost World Castle,2025-03-05 23:35:27,
39,Top rated pusat perbelanjaan,2025-04-10 02:08:27,173.0
39,How to get to Pantai Maron,2024-08-28 00:01:27,
39,Pantai Parangtritis reviews,2024-09-27 15:10:27,177.0
39,Tugu Proklamasi reviews,2024-07-23 01:47:27,61.0
39,Best tempat ibadah,2024-07-29 06:27:27,
39,Lereng Anteng Panoramic Coffee Place reviews,2024-09-12 16:36:27,
39,How to get to Bentara Budaya Yogyakarta (BBY),2025-02-09 11:30:27,147.0
40,Is Pantai Pok Tunggal kid-friendly?,2024-12-28 21:08:27,158.0
40,Is Masjid Pusdai kid-friendly?,2024-07-13 23:47:27,
40,Surabaya tourist attractions,2024-09-01 21:12:27,385.0
40,Things to do in Jakarta,2024-12-30 01:09:27,
40,Photos of Kawasan Wisata Sosrowijayan,2025-02-18 23:20:27,135.0
40,Best pusat perbelanjaan,2024-05-25 12:45:27,209.0
40,Photos of Museum Fatahillah,2024-07-18 16:13:27,
40,Things to do in Semarang,2025-04-03 20:28:27,
40,Semarang tourist attractions,2024-06-28 22:03:27,203.0
40,Things to do in Jakarta,2025-02-01 02:25:27,390.0
40,Jakarta tourist attractions,2024-12-15 00:11:27,
40,cagar alam near me,2025-02-04 12:35:27,
40,How to get to Pantai Sanglen,2024-11-25 23:11:27,209.0
41,Is Pantai Cipta kid-friendly?,2024-09-02 21:20:27,350.0
41,Top rated budaya,2024-08-01 22:05:27,
41,Best budaya,2024-06-27 04:47:27,300.0
41,Bandung tourist attractions,2024-05-27 00:20:27,197.0
41,Museum TNI AL Loka Jala Crana reviews,2024-04-25 19:25:27,
41,Museum Sumpah Pemuda reviews,2024-12-02 22:58:27,59.0
41,Is Jalan Braga kid-friendly?,2024-06-26 14:40:27,
41,Waduk Jatibarang entrance fee,2025-01-31 05:39:27,365.0
41,Yogyakarta tourist attractions,2024-06-29 05:28:27,
41,Things to do in Semarang,2024-08-26 18:34:27,78.0
41,Top rated budaya,2025-02-15 15:07:27,
41,Taman Bungkul reviews,2024-10-25 03:12:27,434.0
42,Watu Lumbung entrance fee,2024-07-10 17:25:27,131.0
42,cagar alam near me,2024-10-13 20:04:27,
42,tempat ibadah near me,2024-05-10 20:13:27,
42,Best pusat perbelanjaan,2024-11-30 01:35:27,37.0
42,Best pusat perbelanjaan,2025-03-13 04:48:27,403.0
42,Yogyakarta tourist attractions,2025-01-28 14:17:27,
42,Is Gumuk Pasir Parangkusumo kid-friendly?,2024-12-17 02:07:27,128.0
42,Semarang tourist attractions,2024-12-21 13:41:27,
42,Gumuk Pasir Parangkusumo reviews,2024-08-19 18:54:27,128.0
42,cagar alam near me,2024-08-21 22:45:27,
42,Things to do in Yogyakarta,2024-09-01 03:32:27,
43,Top rated bahari,2025-02-27 05:40:27,
43,budaya near me,2024-09-09 08:37:27,
43,Is Galaxy Waterpark Jogja kid-friendly?,2024-05-14 23:49:27,203.0
43,Things to do in Jakarta,2024-11-30 06:05:27,178.0
43,Is Kampung Tematik Jawi kid-friendly?,2024-05-27 11:09:27,384.0
43,Taman Barunawati entrance fee,2025-02-13 21:02:27,403.0
43,Top rated taman hiburan,2025-03-26 07:24:27,424.0
43,bahari near me,2025-03-07 16:28:27,
43,Is Panama Park 825 kid-friendly?,2024-06-04 15:32:27,267.0
43,Things to do in Jakarta,2024-08-13 15:19:27,232.0
43,cagar alam near me,2024-10-18 01:44:27,
43,Taman Budaya Jawa Barat entrance fee,2024-05-05 00:03:27,
43,Best cagar alam,2024-05-19 18:49:27,347.0
44,Food Junction Grand Pakuwon entrance fee,2024-11-30 22:19:27,402.0
44,Top rated budaya,2025-01-17 00:40:27,296.0
44,Things to do in Surabaya,2025-01-12 17:54:27,191.0
44,bahari near me,2024-04-20 07:53:27,151.0
44,Photos of Waduk Jatibarang,2024-07-07 04:39:27,365.0
44,Taman Ayodya entrance fee,2024-04-22 06:53:27,58.0
44,Photos of Ciputra Waterpark,2024-04-28 10:34:27,410.0
44,Is The Great Asia Africa kid-friendly?,2024-11-19 04:50:27,
45,Things to do in Semarang,2024-08-08 23:07:27,319.0
45,Best budaya,2024-04-24 05:04:27,83.0
45,Best bahari,2024-09-10 06:36:27,
45,Water Blaster Bukit Candi Golf reviews,2024-12-04 03:52:27,
45,Durian Gardens and Tourism Education Watu Simbar reviews,2024-07-01 14:55:27,390.0
46,Photos of Caringin Tilu,2024-11-16 17:55:27,266.0
46,Museum Perangko reviews,2024-08-19 14:44:27,73.0
46,Top rated tempat ibadah,2024-08-22 02:00:27,312.0
46,Photos of Wisata Alam Mangrove Angke,2025-01-23 11:48:27,31.0
46,How to get to Wisata Kaliurang,2024-09-10 00:49:27,206.0
46,Best taman hiburan,2024-06-03 10:03:27,82.0
47,Tugu Proklamasi reviews,2025-03-19 22:43:27,61.0
47,How to get to Pantai Wediombo,2024-10-23 14:59:27,194.0
47,Is Pura Giri Natha kid-friendly?,2025-03-30 13:23:27,
47,Is Kauman Pakualaman Yogyakarta kid-friendly?,2024-05-08 11:03:27,124.0
47,budaya near me,2024-10-04 06:11:27,25.0
47,Best taman hiburan,2025-03-27 07:53:27,
47,Yogyakarta tourist attractions,2024-07-17 23:17:27,118.0
47,Things to do in Jakarta,2025-04-05 16:25:27,81.0
47,Monumen Palagan Ambarawa entrance fee,2024-12-17 05:19:27,369.0
47,Taman Hutan Raya Ir. H. Juanda reviews,2024-06-21 03:55:27,
47,Things to do in Semarang,2024-08-09 03:56:27,266.0
47,Things to do in Surabaya,2024-06-25 23:26:27,
47,Bandros City Tour reviews,2024-06-17 09:34:27,330.0
48,Top rated budaya,2024-11-12 18:44:27,
48,Watu Lumbung entrance fee,2024-10-01 08:47:27,131.0
48,Best tempat ibadah,2024-06-05 15:35:27,194.0
48,How to get to Pantai Goa Cemara,2025-01-15 17:00:27,126.0
48,Masjid Raya Bandung reviews,2025-01-09 03:59:27,
49,Things to do in Bandung,2024-07-20 12:45:27,
49,Yogyakarta tourist attractions,2025-03-16 00:09:27,
49,Is Museum Nike Ardilla kid-friendly?,2024-07-12 23:27:27,295.0
49,Pantai Kesirat reviews,2024-07-27 16:21:27,201.0
49,Wisata Kampung Krisan Clapar reviews,2024-12-01 05:39:27,
49,Top rated budaya,2024-07-16 13:41:27,339.0
49,Best taman hiburan,2024-09-17 23:22:27,395.0
49,pusat perbelanjaan near me,2024-09-10 09:36:27,
50,Photos of Alive Museum Ancol,2024-07-23 09:38:27,83.0
50,Jakarta tourist attractions,2024-07-03 17:40:27,
50,Things to do in Jakarta,2024-05-06 14:58:27,311.0
50,How to get to Jembatan Kota Intan,2024-10-05 21:59:27,16.0
50,Things to do in Semarang,2025-01-10 05:32:27,148.0
51,Lembang Park & Zoo reviews,2024-10-26 05:19:27,239.0
51,Top rated pusat perbelanjaan,2025-01-01 04:07:27,296.0
51,Things to do in Yogyakarta,2025-01-15 18:38:27,376.0
51,Is Pemandian Air Panas Ciater kid-friendly?,2024-11-28 15:12:27,308.0
51,Yogyakarta tourist attractions,2024-07-31 19:04:27,
51,Top rated budaya,2025-01-27 08:39:27,71.0
